-122.436234,37.799698
-122.424156,37.798656
-122.422707,37.791363
-122.410477,37.800392
-122.389946,37.790813
-122.395134,37.777119
-122.414574,37.778458
-122.452950,37.766594
-122.436745,37.771225
-122.432495,37.775612
-122.433762,37.751240
-122.427704,37.751598
-122.424614,37.742188
-122.425842,37.761395
-122.420433,37.752033
-122.425674,37.627693
-122.385040,37.600975
-122.282990,37.873802
-122.295219,37.804695
-122.288132,37.803139
-122.269997,37.852764
-122.266289,37.828812
-122.129776,37.697422
-121.977036,37.557404
-121.924042,37.539883
-121.895630,37.661842
-121.991707,37.812038
-122.297119,37.552624
-122.047546,37.371483
-122.028458,37.377594
-122.032372,37.382534
-122.043152,37.386925
-122.012047,37.325699
-121.945236,37.323521
-121.915474,37.317085
-121.935516,37.407623
-121.952950,37.402161
-121.881271,37.332321
-121.772842,37.247921
-121.909492,37.249767
-122.024651,36.975677
-122.472450,37.780266
-122.476974,37.759975
-122.475822,37.743191
-122.434143,37.733131
-122.388672,37.789299
-122.420769,37.751945
-122.427574,37.768764
-122.073509,37.380798
-122.062943,37.376259
-121.931824,37.253067
-122.031647,37.368137
-122.047852,37.549438
-122.150497,37.770264
-122.077385,37.394535
-121.894844,37.433407
-122.084061,37.389198
-122.434914,37.760788
-122.427345,37.768551
-122.236397,37.745430
-122.238792,37.751877
-122.226440,37.763138
-122.128479,37.702091
-122.397133,37.745743
-122.537514,38.020206
-122.516380,37.879543
-121.943665,37.396660
-122.034096,37.304485
-122.260040,37.507519
-122.234528,37.494869
-121.814903,37.292458
-122.006744,37.060307
-122.165009,37.443859
-122.148293,37.426731
-122.132233,37.417774
-122.122513,37.411114
-121.880035,37.277470
-121.776108,37.250053
